version,niveau,classe,discipline,editeur,code,nom,nbpage,codeprof,,
eleve,lycee,2nd,espagnol,hachette,9782017048084,Miradas - Espagnol 2de - Ed. 2019,240,9782017048091,,
eleve,lycee,2nd,Français,didier,9782278093823,Motifs littéraires 2de - Manuel numérique premium,565,9782278093823,,
eleve,lycee,2nd,svt,hachette,9782016262702,Planete SVT 2de - Ed. 2019,256,9782016262719,,
eleve,lycee,2nd,ses,hachette,9782016262801,SES 2de - Ed. 2019,160,9782016262818,,
eleve,lycee,2nd,snt,didier,9782278094912,SNT - Sciences Numériques et Technologie 2de - Manuel numérique premium élève / enseignant,194,9782278094912,,
eleve,lycee,2nd,svt,hatier,9782401059078,SVT 2de - Éd. 2019,295,9782401020603,,
eleve,lycee,2nd,ses,hatier,9782401058910,"Sciences Economiques et Sociales 2de, éd. 2019",183,9782401058903,,
eleve,lycee,2nd,snt,hachette,9782017102281,Sciences numeriques et technologie 2de - Ed. 2019,128,9782017102298,,
eleve,lycee,2nd,maths,hatier,9782401049697,Variations - Maths 2de - Éd. 2019,407,9782401049680,,
eleve,lycee,2nd,espagnol,hatier,9782401058934,"Via Libre - Espagnol 2de, éd. 2019",248,9782401058941,,
eleve,lycee,1ere,amc,hachette,9782017158394,AMC 1re/Tle Spécialité - Ed. 2021,368,9782017158400,,
eleve,lycee,1ere,maths,hachette,9782017102083,Barbazo Mathematiques 1re specialite - édition numérique 2022,384,9782017102090,,
eleve,lycee,1ere,maths,hachette,9782017102106,Declic Mathématiques 1re - 2019,416,9782017102113,,
eleve,lycee,1ere,hggsp,hachette,9782017092629,HGGSP 1re spécialité - édition numérique 2022,400,9782017092636,,
eleve,lycee,1ere,allemand,hachette,9782017102243,Mitreden Allemand 1re édition numérique 2022,192,9782017102250,,
eleve,lycee,1ere,nsi,hachette,9782017158370,NSI 1re Spécialité - Ed. 2021,288,9782017158387,,
eleve,lycee,1ere,Physique-chimie,hachette,9782017102120,Physique Chimie 1re specialite - Ed. 2019,384,9782017102137,,
eleve,lycee,1ere,Physique-chimie,hatier,9782401058699,Physique-chimie 1re - Ed 2022 Manuel numérique actualisé,471,9782401058705,,
eleve,lycee,1ere,anglais,hachette,9782017102182,Seasons 1re - édition numérique 2022,258,9782017102199,,
eleve,lycee,1ere,espagnol,hachette,9782016290224,Tutto bene 1re/Tle - Ed. 2020,240,9782016290231,,
eleve,lycee,1ere,géographie,hatier,9782401082496,Géographie 1re - ED. 2021 ACTUALISEE,328,9782401082472,,
eleve,lycee,1ere,anglais,hatier,9782401058781,Let's Meet up ! - Anglais 1re - ED. 2021 ACTUALISEE,332,9782401020689,,
eleve,lycee,1ere,amc,hatier,9782401082151,Let's Meet up ! AMC Anglais 1re Tle Éd 2021,295,9782401082144,,
eleve,lycee,1ere,espagnol,didier,9782278093380,Dilo en voz alta 1re éd2020 Manuel numérique élève enseignant,271,9782278093380,,
eleve,lycee,1ere,latin,hatier,9782401071469,LATIN 1re option et spécialité - éd. 2020,311,9782401071476,,
eleve,lycee,1ere,Français,hatier,9782401049666,"Anthologie Lycée Français 2de 1re, éd. 2019",475,9782401049673,,
eleve,lycee,1ere,Français,hachette,9782017098089,Au fil des textes Français 1re - 2019,384,9782017098096,,
eleve,lycee,1ere,Enseignement-scientifique,hachette,9782017102168,Enseignement Scientifique 1re - Ed. 2019,256,9782017102175,,
eleve,lycee,1ere,Enseignement-scientifique,didier,9782278094905,Enseignement scientifique 1ere - Manuel numérique premium élève / enseignant,242,9782278094905,,
eleve,lycee,1ere,Enseignement-scientifique,hatier,9782401059061,"Enseignement scientifique 1re, éd. 2019",272,9782401059054,,
eleve,lycee,1ere,géographie,hachette,9782017092605,Geographie 1re - Ed. 2019,272,9782017092612,,
eleve,lycee,1ere,géographie,hatier,9782401058750,"Géographie 1re, éd. 2019",328,9782401038516,,
eleve,lycee,1ere,hggsp,hatier,9782401058989,HG Géopolitique Sciences politiques - 1re - éd. 2019,328,9782401058972,,
eleve,lycee,1ere,Histoire,hachette,9782017092568,Histoire 1re - Ed. 2019,336,9782017092575,,
eleve,lycee,1ere,Histoire,hatier,9782401058767,"Histoire 1re, éd. 2019",327,9782401058729,,
eleve,lycee,1ere,Histoire-Géographie,hachette,9782017092582,Histoire-Geographie 1re - Ed. 2019,560,9782017092599,,
eleve,lycee,1ere,Philo,hachette,9782017092643,"Humanites, Litterature et Philosophie 1re specialite - Ed. 2019",348,9782017092650,,
eleve,lycee,1ere,anglais,didier,9782278093595,In Full Swing 1re - Manuel numérique premium élève / enseignant,264,9782278093595,,
eleve,lycee,1ere,Français,hachette,9782017092506,L'ecume des lettres Anthologie 2de-1re - Ed. 2019,620,9782017092513,,
eleve,lycee,1ere,Français,hachette,9782017092520,L'ecume des lettres Francais 1re - Ed. 2019,540,9782017092537,,
eleve,lycee,1ere,anglais,hatier,9782401058668,"Let's Meet up ! - Anglais LLCE 1re, éd. 2019",272,9782401058675,,
eleve,lycee,1ere,espagnol,hachette,9782017102205,Miradas - Espagnol 1re - Ed. 2019,240,9782017102212,,
eleve,lycee,1ere,svt,hachette,9782017102144,Planete SVT 1re specialite - Ed. 2019,384,9782017102151,,
eleve,lycee,1ere,ses,hachette,9782017092681,SES 1re specialite - Ed. 2019,304,9782017092698,,
eleve,lycee,1ere,ses,hatier,9782401058859,"Sciences Economiques et Sociales 1ère, éd. 2019",360,9782401058842,,
eleve,lycee,1ere,maths,hatier,9782401058712,"Variations - Maths 1re, éd. 2019",391,9782401058682,,
eleve,lycee,1ere,espagnol,hatier,9782401058798,"Via Libre Espagnol 1re, éd. 2019",248,9782401058804,,
eleve,lycee,1ere,maths,didier,9782278069743,Math'x 1re S éd 2011 Manuel numérique élève,368,,,
eleve,lycee,1re séries techno,Français,hatier,9782401049666,"Anthologie Lycée Français 2de 1re, éd. 2019",475,9782401049673,,
eleve,lycee,1re séries techno,Français,hachette,9782017098089,Au fil des textes Français 1re - 2019,384,9782017098096,,
eleve,lycee,1re séries techno,maths,hachette,9782017098126,"Calao Mathématiques 1re STI2D, STL - 2019",294,9782017098133,,
eleve,lycee,1re séries techno,maths,hachette,9782017098102,"Calao Mathématiques 1re STMG, STHR, ST2S, STD2A - 2019",182,9782017098119,,
eleve,lycee,1re séries techno,droit,hachette,9782017098188,Droit 1re STMG En situation - 2019,144,9782017098195,,
eleve,lycee,1re séries techno,droit,hachette,9782017098164,Droit 1re STMG Enjeux & Repères - 2019,160,9782017098171,,
eleve,lycee,1re séries techno,economie,hachette,9782017098201,Economie 1re STMG Enjeux Repères - 2019,176,9782017098218,,
eleve,lycee,1re séries techno,economie,hachette,9782017098225,Economie En situation 1re STMG - 2019,168,9782017098232,,
eleve,lycee,1re séries techno,Histoire-Géographie,hachette,9782017098140,Histoire-Géographie-EMC 1re séries technologiques - 2019,304,9782017098157,,
eleve,lycee,1re séries techno,IT,hachette,9782017098348,IT - I2D - 2I2D - 1re/Tle STI2D - 2019,336,9782017100362,,
eleve,lycee,1re séries techno,Management,hachette,9782017098249,Management 1re STMG Enjeux & Repères - 2019,176,9782017098256,,
eleve,lycee,1re séries techno,Management,hachette,9782017098263,Management En situation 1re STMG - 2019,160,9782017098270,,
eleve,lycee,1re séries techno,SGN,hachette,9782017098287,Sciences de gestion et numérique 1re STMG Enjeux & Repères - 2019,208,9782017098294,,
eleve,lycee,1re séries techno,sgn,hachette,9782017098300,Sciences de gestion et numérique En situation 1re STMG - 2019,336,9782017098317,,
eleve,lycee,1re-specialite,amc,hachette,9782017158394,AMC 1re/Tle Spécialité - Ed. 2021,368,9782017158400,,
eleve,lycee,1re-specialite,hggsp,hachette,9782017092629,HGGSP 1re spécialité - édition numérique 2022,400,9782017092636,,
eleve,lycee,1re-specialite,nsi,hachette,9782017158370,NSI 1re Spécialité - Ed. 2021,288,9782017158387,,
eleve,lycee,terminale,amc,hachette,9782017158394,AMC 1re/Tle Spécialité - Ed. 2021,368,9782017158400,,
eleve,lycee,terminale,nsi,hachette,9782017189992,Numérique et Sciences de l'informatique - Spécialité Terminale - Ed. 2022,352,9782017190004,,
eleve,lycee,terminale,espagnol,hachette,9782016290224,Tutto bene 1re/Tle - Ed. 2020,240,9782016290231,,
eleve,lycee,terminale,maths,hachette,9782016290064,Barbazo Mathematiques Tle Specialite - Ed. 2020,496,9782016290071,,
eleve,lycee,terminale,maths,hachette,9782016290088,Barbazo Tle option Maths complementaires Ed. 2020,304,9782016290095,,
eleve,lycee,terminale,maths,hachette,9782016290101,Barbazo Tle option Maths expertes - Ed. 2020,288,9782016290118,,
eleve,lycee,terminale,maths,hachette,9782016290125,Declic Tle option Maths complementaires - Ed. 2020,304,9782016290132,,
eleve,lycee,terminale,Enseignement-scientifique,hachette,9782016290002,Enseignement scientifique Tle - Ed. 2020,257,9782016290019,,
eleve,lycee,terminale,géographie,hachette,9782016289839,Geographie Tle - Ed.2020,369,9782016289846,,
eleve,lycee,terminale,Histoire,hachette,9782016289815,Histoire Tle - Ed. 2020,370,9782016289822,,
eleve,lycee,terminale,Histoire-Géographie,hachette,9782016289853,Histoire-Geographie Tle - Ed. 2020,660,9782016289860,,
eleve,lycee,terminale,hggsp,hachette,9782016289891,"Histoire-Geographie, Geopolitique, Sciences politiques Tle specialite - Ed. 2020",480,9782016289907,,
eleve,lycee,terminale,Philosophie ,hachette,9782016289914,"Humanites, Litteratures et Philosophie Tle specialite - Ed. 2020",420,9782016289921,,
eleve,lycee,terminale,espagnol,hachette,9782016290187,Miradas - Espagnol Tle - Ed. 2020,288,9782016290194,,
eleve,lycee,terminale,allemand,hachette,9782016290200,Mitreden Allemand Tle - Ed. 2020,228,9782016290217,,
eleve,lycee,terminale,Philosophie ,hachette,9782016289877,Passerelles - Philosophie Tle - Ed. 2020,480,9782016291610,,
eleve,lycee,terminale,Physique-chimie,hachette,9782016290040,Physique Chimie Tle specialite - Ed. 2020,480,9782016290057,,
eleve,lycee,terminale,svt,hachette,9782016290026,Planete SVT Tle specialite - Ed. 2020,352,9782016290033,,
eleve,lycee,terminale,ses,hachette,9782016289938,SES Tle specialite - Ed. 2020,416,9782016289945,,
eleve,lycee,terminale,Sciences-physiques,hachette,9782016290149,Sciences physiques Tle - specialite Sciences de l'ingenieur - Ed. 2020,160,9782016290156,,
eleve,lycee,terminale,anglais,hachette,9782016290163,Seasons - Anglais Tle - Ed. 2020,322,9782016290170,,
eleve,lycee,Terminale séries techno ,RH,hachette,9782017156833,Ressources humaines et communication Term STMG - En situation - 2021,176,9782017156840,,
eleve,lycee,Terminale séries techno ,maths,hachette,9782016279465,Calao - Mathématiques - Terminale STI2D / STL - 2020,336,9782016279472,,
eleve,lycee,Terminale séries techno ,maths,hachette,9782016279441,Calao - Mathématiques - Terminale STMG / ST2S / STHR - 2020,208,9782016279458,,
eleve,lycee,Terminale séries techno ,droit,hachette,9782016279564,Droit - En situation - Term STMG - 2020,207,9782016279571,,
eleve,lycee,Terminale séries techno ,droit,hachette,9782016279502,Droit - Enjeux & Repères - Terminale STMG - 2020,239,9782016279519,,
eleve,lycee,Terminale séries techno ,Gestion-et-finance,hachette,9782016279915,Gestion et Finance - En situation - Terminale STMG - 2020,264,9782016279960,,
eleve,lycee,Terminale séries techno ,HG-EMC,hachette,9782016279403,Histoire-Géographie-EMC - Terminale Séries technologiques - 2020,288,9782016279410,,
eleve,lycee,Terminale séries techno ,Management,hachette,9782016279588,"Management, Sciences de gestion et numérique - En situation - Terminale STMG - 2020",256,9782016279595,,
eleve,lycee,Terminale séries techno ,Management,hachette,9782016279526,"Management, Sciences de gestion et numérique - Enjeux & Repères - Terminale STMG - 2020",256,9782016279533,,
eleve,lycee,Terminale séries techno ,Mercatique,hachette,9782016279977,Mercatique - En situation - Terminale STMG - 2020,256,9782016279984,,
eleve,lycee,Terminale séries techno ,Philosophie ,hachette,9782016291603,Passerelles- Philosophie Tles series technologiques - Ed. 2020,240,9782016291610,,
eleve,lycee,Terminale séries techno ,Philosophie ,hachette,9782017100652,Philosophie - Terminale séries technologiques - 2020,264,9782017100669,,
eleve,lycee,Terminale séries techno ,Physique-chimie,hachette,9782016279427,Physique-Chimie - Term STI2D - 2020,304,9782016279434,,
eleve,lycee,Terminale séries techno ,economie,hachette,9782016279540,Économie - En situation - Terminale STMG - 2020,192,9782016279557,,
eleve,lycee,Terminale séries techno ,IT,hachette,9782017098348,IT - I2D - 2I2D - 1re/Tle STI2D - 2019,336,9782017100362,,
eleve,lycee,terminale-specialite,amc,hachette,9782017158394,AMC 1re/Tle Spécialité - Ed. 2021,368,9782017158400,,
eleve,college,terminale-specialite,nsi,hachette,9782017189992,Numérique et Sciences de l'informatique - Spécialité Terminale - Ed. 2022,352,9782017190004,,
,,,,,,,,,,
eleve,college,6e,Français,belin,6e/français-sixième,"Les sorcières, de la peur au rire - Manuel numérique max Belin ",368,,,
eleve,college,6e,Sciences technologie,belin,6e/sciences_et_technologie-sixieme,Sciences et technologie Sixième - Le Manuel Numérique Max – - Belin Education ,408,,,
eleve,college,6e,Histoire-Géographie,belin,6e/histoire_geographie_emc-sixieme,Histoire Géographie EMC Sixième - Le Manuel Numérique Max – - Belin Education ,368,,,
eleve,college,5e,espagnol,belin,5e/espagnol-cinquieme,Espagnol Cinquième - Le Manuel Numérique Max – - Belin Education ,144,,,
eleve,college,5e,svt,belin,5e/svt-cycle4,Les changements climatiques passés - Manuel numérique max Belin ,484,,,
eleve,college,5e,Histoire-Géographie,belin,5e/histoire_geographie_emc-cinquieme,Une nouvelle société urbaine - Manuel numérique max Belin ,372,,,
eleve,college,4e,espagnol,belin,4e/espagnol-quatrieme,Espagnol Quatrième - Le Manuel Numérique Max – - Belin Education ,150,,,
eleve,college,3e,svt,belin,3e/svt-cycle4,Les changements climatiques passés - Manuel numérique max Belin ,484,,,
eleve,lycee,2nd,Français,belin,2nd/Francais-seconde,"OUVERTURE DE SÉQUENCE - Le roman et ses manigances Jean-Honoré Fragonard, <emphasis>Les Hasards heureux de l'escarpolette</emphasis> (1767) The Wallace  Collection, Londres, Dist. RMN-Grand Palais/The Trustees",560,,,
eleve,lycee,2nd,Histoire,belin,2nd/Histoire-seconde,"OUVERTURE : Tensions, mutations et crispations de la société d'ordres Problématiques Comment la société d’ordres est-elle organisée ? Quelles sont les nouvelles aspirations sociales des Français au xviiie siècle ? Quelles sont",304,,,
eleve,lycee,2nd,géographie,belin,2nd/Geographie-seconde,Sociétés et environnement : des équilibres fragiles Sociétés et environnement : des équilibres fragiles Les interactions entre les sociétés et leurs environnements sont multiples et complexes. En Islande par,288,,,
eleve,lycee,2nd,ses,belin,2nd/ses-seconde,"Comment devenons-nous des acteurs sociaux ? À l'issue de ce chapitre, vous saurez Que la socialisation est un processus de transmission des normes et des valeurs. Que la famille, l’école, les groupes de",160,,,
eleve,lycee,2nd,ses,belin,2nd/ses-seconde-2022,Pour commencer Notions Économie Allocation des ressources Sociologie Science politique Pouvoir politique Corrélation,166,,,
eleve,lycee,2nd,espagnol,belin,2nd/espagnol-seconde,"Séquence 2 : livre du professeur et évaluation Espejito, espejito ¿Dar una buena imagen de sí? Propiedad de ""La Lirio"". Fotografía : A. Barroso Cartel de la obra de teatro Selfie, presentada en Madrid,",256,,,
eleve,lycee,2nd,anglais,belin,2nd/anglais-seconde,"Séquence 7 - Contenu réservé à l'enseignant Séquence 7 - Livre du prof, évaluations The real London Faces from the streets of London tony c french / Getty Images / Tony C French tony c french / Getty",288,,,
eleve,lycee,2nd,maths,belin,2nd/mathematiques-seconde,"Ouverture et livre du professeur : Du calcul numérique au calcul littéral  Cosmos/SPL/David Parker Signatures/Raphaëlle Helle Le mot « numérique » ne désigne plus seulement le calcul avec des nombres, mais renvoie aussi à l’ensemble",368,,,
eleve,lycee,2nd,maths,belin,2nd/cahier_python_pour_les_maths-seconde,Cahier Python pour les maths ,114,,,
eleve,lycee,2nd,Physique-chimie,belin,2nd/physique_chimie-seconde,Physique Chimie ,336,,,
eleve,lycee,2nd,Physique-chimie,belin,2nd/physique_chimie_tronc_commun-seconde,Physique Chimie Tronc Commun ,96,,,
eleve,lycee,2nd,svt,belin,2nd/svt-seconde,SVT ,288,,,
eleve,lycee,1ere,Français,belin,1ere/francais-premiere,Français Première - Le Manuel Numérique Max –  - Belin Education,640,,,
eleve,lycee,1ere,Histoire,belin,1ere/histoire-premiere,Histoire Première - Le Manuel Numérique Max – - Belin Education ,320,,,
eleve,lycee,1ere,géographie,belin,1ere/geographie-premiere,Géographie Première - Le Manuel Numérique Max – - Belin Education ,288,,,
eleve,lycee,1ere,hggsp,belin,1ere/hggsp-premiere,HGGSP Première - Le Manuel Numérique Max – - Belin Education ,352,,,
eleve,lycee,1ere,ses,belin,1ere/ses-premiere,SES Première - Le Manuel Numérique Max – - Belin Education ,336,,,
eleve,lycee,1ere,espagnol,belin,1ere/espagnol-premiere,Espagnol Première - Le Manuel Numérique Max – - Belin Education ,288,,,
eleve,lycee,1ere,anglais,belin,1ere/anglais-premiere,Anglais Première - Le Manuel Numérique Max – - Belin Education ,288,,,
eleve,lycee,1ere,maths,belin,1ere/mathematiques-premiere,Mathématiques Première - Le Manuel Numérique Max – - Belin Education ,336,,,
eleve,lycee,1ere,Enseignement-scientifique,belin,1ere/physique_chimie-premiere,Physique Chimie Première - Le Manuel Numérique Max – - Belin Education ,368,,,
eleve,lycee,1ere,Physique-chimie,belin,1ere/physique_chimie_specialite-premiere,Physique Chimie Spécialité ,144,,,
eleve,lycee,1ere,es,belin,1ere/enseignement_scientifique-premiere,Enseignement Scientifique,256,,,
eleve,lycee,1ere,svt,belin,1ere/svt-premiere,SVT Première - Le Manuel Numérique Max – - Belin Education ,352,,,
eleve,lycee,terminale,philo,belin,terminale/philosophie_voie_generale-terminale,Le Bonheur - Manuel numérique max Belin ,546,,,
eleve,lycee,terminale,philo,belin,terminale/philosophie_voie_technologique-terminale,La Technique - Manuel numérique max Belin ,258,,,
eleve,lycee,terminale,Histoire,belin,terminale/histoire-terminale,La Seconde Guerre mondiale - Manuel numérique max Belin ,338,,,
eleve,lycee,terminale,géographie,belin,terminale/geographie-terminale,Mers et océans : au cœur de la mondialisation - Manuel numérique max Belin ,341,,,
eleve,lycee,terminale,hggsp,belin,terminale/hggsp-terminale,"Histoire, mémoire et justice - Manuel numérique max Belin ",580,,,
eleve,lycee,terminale,ses,belin,terminale/ses-terminale,Comment lutter contre le chômage ? - Manuel numérique max Belin ,534,,,
eleve,lycee,terminale,espagnol,belin,terminale/espagnol-terminale,La vida en series - Manuel numérique max Belin ,290,,,
eleve,lycee,terminale,anglais,belin,terminale/anglais-terminale,Cold War Spies - Manuel numérique max Belin ,324,,,
